locus_tag	ftype	gene	EC_number	product
ALDNNEPI_00001	CDS	topB	5.99.1.2	DNA topoisomerase 3
ALDNNEPI_00002	CDS	hypothetical protein
ALDNNEPI_00003	CDS	tri1_1	3.4.21.-	Tricorn protease 
ALDNNEPI_00004	CDS	3.4.21.101	Xanthomonalisin
ALDNNEPI_00005	CDS	purH	Bifunctional purine biosynthesis protein PurH
ALDNNEPI_00006	CDS	mat	2.5.1.6	S-adenosylmethionine synthase
ALDNNEPI_00007	CDS	ytnP	3.1.1.-	putative quorum-quenching lactonase YtnP
ALDNNEPI_00008	CDS	hypothetical protein
ALDNNEPI_00009	CDS	hypothetical protein
ALDNNEPI_00010	CDS	hypothetical protein
ALDNNEPI_00011	CDS	hypothetical protein
ALDNNEPI_00012	CDS	thrC	4.2.3.1	Threonine synthase
ALDNNEPI_00013	CDS	hypothetical protein
ALDNNEPI_00014	CDS	hypothetical protein
ALDNNEPI_00015	CDS	valS	6.1.1.9	Valine--tRNA ligase
ALDNNEPI_00016	CDS	hypothetical protein
ALDNNEPI_00017	CDS	hypothetical protein
ALDNNEPI_00018	CDS	argD	2.6.1.11	Acetylornithine aminotransferase
ALDNNEPI_00019	CDS	hypothetical protein
ALDNNEPI_00020	CDS	acs_1	6.2.1.1	Acetyl-coenzyme A synthetase
ALDNNEPI_00021	CDS	hypothetical protein
ALDNNEPI_00022	CDS	hypothetical protein
ALDNNEPI_00023	CDS	hypothetical protein
ALDNNEPI_00024	CDS	pyrG	6.3.4.2	CTP synthase
ALDNNEPI_00025	CDS	hypothetical protein
ALDNNEPI_00026	CDS	hypothetical protein
ALDNNEPI_00027	CDS	hypothetical protein
ALDNNEPI_00028	CDS	hypothetical protein
ALDNNEPI_00029	CDS	nanT	Putative sialic acid transporter
ALDNNEPI_00030	CDS	sodB	1.15.1.1	Superoxide dismutase [Fe]
ALDNNEPI_00031	CDS	2.7.8.-	Cardiolipin synthase
ALDNNEPI_00032	CDS	ogg	putative N-glycosylase/DNA lyase
ALDNNEPI_00033	CDS	hypothetical protein
ALDNNEPI_00034	CDS	hypothetical protein
ALDNNEPI_00035	CDS	atpE	V-type proton ATPase subunit E
ALDNNEPI_00036	CDS	atpC	V-type ATP synthase subunit C
ALDNNEPI_00037	CDS	atpF	V-type ATP synthase subunit F
ALDNNEPI_00038	CDS	ntpA	3.6.3.15	V-type sodium ATPase catalytic subunit A
ALDNNEPI_00039	CDS	ntpB	V-type sodium ATPase subunit B
ALDNNEPI_00040	CDS	ntpD	V-type sodium ATPase subunit D
ALDNNEPI_00041	CDS	hypothetical protein
ALDNNEPI_00042	CDS	hypothetical protein
ALDNNEPI_00043	CDS	hypothetical protein
ALDNNEPI_00044	CDS	aspC	2.6.1.1	Aspartate aminotransferase
ALDNNEPI_00045	CDS	hypothetical protein
ALDNNEPI_00046	CDS	galE1	5.1.3.2	UDP-glucose 4-epimerase
ALDNNEPI_00047	CDS	hypothetical protein
ALDNNEPI_00048	CDS	fni	5.3.3.2	Isopentenyl-diphosphate delta-isomerase
ALDNNEPI_00049	CDS	proB	2.7.2.11	Glutamate 5-kinase
ALDNNEPI_00050	tRNA	tRNA-Ala(tgc)
ALDNNEPI_00051	CDS	hypothetical protein
ALDNNEPI_00052	CDS	dpnA_1	2.1.1.72	Modification methylase DpnIIB
ALDNNEPI_00053	CDS	hypothetical protein
ALDNNEPI_00054	CDS	recF_1	DNA replication and repair protein RecF
ALDNNEPI_00055	CDS	hypothetical protein
ALDNNEPI_00056	CDS	hypothetical protein
ALDNNEPI_00057	CDS	hypothetical protein
ALDNNEPI_00058	CDS	hypothetical protein
ALDNNEPI_00059	CDS	drrA_1	3.6.3.-	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
ALDNNEPI_00060	CDS	hypothetical protein
ALDNNEPI_00061	CDS	hypothetical protein
ALDNNEPI_00062	CDS	hypothetical protein
ALDNNEPI_00063	CDS	hypothetical protein
ALDNNEPI_00064	CDS	hypothetical protein
ALDNNEPI_00065	CDS	hypothetical protein
ALDNNEPI_00066	CDS	hypothetical protein
ALDNNEPI_00067	CDS	vapC_1	3.1.-.-	tRNA(fMet)-specific endonuclease VapC
ALDNNEPI_00068	CDS	vapC_2	3.1.-.-	tRNA(fMet)-specific endonuclease VapC
ALDNNEPI_00069	CDS	hypothetical protein
ALDNNEPI_00070	CDS	hypothetical protein
ALDNNEPI_00071	CDS	hypothetical protein
ALDNNEPI_00072	CDS	hypothetical protein
ALDNNEPI_00073	CDS	hypothetical protein
ALDNNEPI_00074	CDS	hypothetical protein
ALDNNEPI_00075	CDS	hypothetical protein
ALDNNEPI_00076	CDS	ygiD	1.13.11.29	4,5-DOPA dioxygenase extradiol
ALDNNEPI_00077	CDS	hypothetical protein
ALDNNEPI_00078	CDS	hypothetical protein
ALDNNEPI_00079	CDS	lpdA	1.8.1.4	Dihydrolipoyl dehydrogenase
ALDNNEPI_00080	CDS	hypothetical protein
ALDNNEPI_00081	CDS	hypothetical protein
ALDNNEPI_00082	CDS	radD	3.6.4.12	Putative DNA repair helicase RadD
ALDNNEPI_00083	CDS	hypothetical protein
ALDNNEPI_00084	CDS	hypothetical protein
ALDNNEPI_00085	CDS	hypothetical protein
ALDNNEPI_00086	CDS	sdpR	Transcriptional repressor SdpR
ALDNNEPI_00087	CDS	3.6.3.8	Calcium-transporting ATPase 1
ALDNNEPI_00088	CDS	hypothetical protein
ALDNNEPI_00089	CDS	hypothetical protein
ALDNNEPI_00090	CDS	hypothetical protein
ALDNNEPI_00091	CDS	hypothetical protein
ALDNNEPI_00092	CDS	hypothetical protein
ALDNNEPI_00093	CDS	6.2.1.3	Long-chain-fatty-acid--CoA ligase
ALDNNEPI_00094	CDS	yicI_1	3.2.1.177	Alpha-xylosidase
ALDNNEPI_00095	CDS	katG	1.11.1.21	Catalase-peroxidase
ALDNNEPI_00096	CDS	hypothetical protein
ALDNNEPI_00097	CDS	hypothetical protein
ALDNNEPI_00098	CDS	hypothetical protein
ALDNNEPI_00099	CDS	3.4.-.-	putative peptidase
ALDNNEPI_00100	CDS	hypothetical protein
ALDNNEPI_00101	CDS	3.1.1.99	6-deoxy-6-sulfogluconolactonase
ALDNNEPI_00102	CDS	hypothetical protein
ALDNNEPI_00103	CDS	hypothetical protein
ALDNNEPI_00104	CDS	yhdN_1	1.1.1.-	General stress protein 69
ALDNNEPI_00105	CDS	hypothetical protein
ALDNNEPI_00106	CDS	hypothetical protein
ALDNNEPI_00107	CDS	hypothetical protein
ALDNNEPI_00108	CDS	hypothetical protein
ALDNNEPI_00109	CDS	ftsE	Cell division ATP-binding protein FtsE
ALDNNEPI_00110	CDS	pepO_1	3.4.24.-	Neutral endopeptidase
ALDNNEPI_00111	CDS	gspK_1	2.7.1.8	Glucosamine kinase GspK
ALDNNEPI_00112	CDS	hypothetical protein
ALDNNEPI_00113	CDS	hypothetical protein
ALDNNEPI_00114	CDS	hypothetical protein
ALDNNEPI_00115	CDS	hypothetical protein
ALDNNEPI_00116	CDS	putative ABC transporter-binding protein
ALDNNEPI_00117	CDS	gsiC	Glutathione transport system permease protein GsiC
ALDNNEPI_00118	CDS	ddpC_1	putative D,D-dipeptide transport system permease protein DdpC
ALDNNEPI_00119	CDS	oppD_1	Oligopeptide transport ATP-binding protein OppD
ALDNNEPI_00120	CDS	ddpF	putative D,D-dipeptide transport ATP-binding protein DdpF
ALDNNEPI_00121	CDS	yhdN_2	1.1.1.-	General stress protein 69
ALDNNEPI_00122	CDS	gghA_1	3.2.1.74	1,4-beta-D-glucan glucohydrolase
ALDNNEPI_00123	CDS	hypothetical protein
ALDNNEPI_00124	CDS	hypothetical protein
ALDNNEPI_00125	CDS	hypothetical protein
ALDNNEPI_00126	CDS	gfo	1.1.99.28	Glucose--fructose oxidoreductase
ALDNNEPI_00127	CDS	dadA	1.4.99.-	D-amino acid dehydrogenase
ALDNNEPI_00128	CDS	csbC_1	putative metabolite transport protein CsbC
ALDNNEPI_00129	CDS	ygcS_1	Inner membrane metabolite transport protein YgcS
ALDNNEPI_00130	CDS	lrpC	HTH-type transcriptional regulator LrpC
ALDNNEPI_00131	CDS	hypothetical protein
ALDNNEPI_00132	CDS	hypothetical protein
ALDNNEPI_00133	CDS	chuR	1.1.99.-	Anaerobic sulfatase-maturating enzyme
ALDNNEPI_00134	CDS	hypothetical protein
ALDNNEPI_00135	CDS	hypothetical protein
ALDNNEPI_00136	CDS	hypothetical protein
ALDNNEPI_00137	CDS	hypothetical protein
ALDNNEPI_00138	CDS	hypothetical protein
ALDNNEPI_00139	CDS	hypothetical protein
ALDNNEPI_00140	CDS	hypothetical protein
ALDNNEPI_00141	CDS	hypothetical protein
ALDNNEPI_00142	CDS	hypothetical protein
ALDNNEPI_00143	CDS	hypothetical protein
ALDNNEPI_00144	CDS	hypothetical protein
ALDNNEPI_00145	CDS	hypothetical protein
ALDNNEPI_00146	CDS	hypothetical protein
ALDNNEPI_00147	CDS	hypothetical protein
ALDNNEPI_00148	tRNA	tRNA-Val(gac)
ALDNNEPI_00149	CDS	iaaA	3.4.19.5	Isoaspartyl peptidase
ALDNNEPI_00150	CDS	egsA	1.1.1.261	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
ALDNNEPI_00151	CDS	hypothetical protein
ALDNNEPI_00152	CDS	ychF	Ribosome-binding ATPase YchF
ALDNNEPI_00153	CDS	hypothetical protein
ALDNNEPI_00154	CDS	ydaF	2.3.1.-	Putative ribosomal N-acetyltransferase YdaF
ALDNNEPI_00155	CDS	hypothetical protein
ALDNNEPI_00156	CDS	carD_1	1.3.1.108	Caffeyl-CoA reductase-Etf complex subunit CarD
ALDNNEPI_00157	CDS	bphA3	Biphenyl 2,3-dioxygenase, ferredoxin component
ALDNNEPI_00158	CDS	hypothetical protein
ALDNNEPI_00159	CDS	hypothetical protein
ALDNNEPI_00160	CDS	map	3.4.11.18	Methionine aminopeptidase 1
ALDNNEPI_00161	CDS	tmk	2.7.4.9	Thymidylate kinase
ALDNNEPI_00162	CDS	megL	4.4.1.11	L-methionine gamma-lyase
ALDNNEPI_00163	CDS	yhdG_1	putative amino acid permease YhdG
ALDNNEPI_00164	CDS	hypothetical protein
ALDNNEPI_00165	CDS	natA_1	ABC transporter ATP-binding protein NatA
ALDNNEPI_00166	CDS	hbd_1	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase
ALDNNEPI_00167	CDS	hypothetical protein
ALDNNEPI_00168	CDS	ahpF_1	1.8.1.-	Alkyl hydroperoxide reductase subunit F
ALDNNEPI_00169	CDS	gloC	3.1.2.6	Hydroxyacylglutathione hydrolase GloC
