locus_tag	ftype	gene	EC_number	product
IGPFDBAH_00001	CDS	hypothetical protein
IGPFDBAH_00002	CDS	hypothetical protein
IGPFDBAH_00003	CDS	ylxH	Flagellum site-determining protein YlxH
IGPFDBAH_00004	CDS	hypothetical protein
IGPFDBAH_00005	CDS	hypothetical protein
IGPFDBAH_00006	CDS	lon	3.4.21.53	Lon protease
IGPFDBAH_00007	CDS	hypothetical protein
IGPFDBAH_00008	CDS	hypothetical protein
IGPFDBAH_00009	CDS	hypothetical protein
IGPFDBAH_00010	CDS	putative DNA double-strand break repair Rad50 ATPase
IGPFDBAH_00011	CDS	icd	1.1.1.42	Isocitrate dehydrogenase [NADP]
IGPFDBAH_00012	CDS	ahpF	1.6.99.3	NADH dehydrogenase
IGPFDBAH_00013	CDS	ftsZ_1	Cell division protein FtsZ
IGPFDBAH_00014	CDS	hypothetical protein
IGPFDBAH_00015	CDS	hypothetical protein
IGPFDBAH_00016	CDS	hypothetical protein
IGPFDBAH_00017	CDS	gdhA	1.4.1.3	Glutamate dehydrogenase
IGPFDBAH_00018	CDS	mtnP	2.4.2.28	S-methyl-5'-thioadenosine phosphorylase
IGPFDBAH_00019	CDS	rpmC	50S ribosomal protein L29
IGPFDBAH_00020	CDS	hypothetical protein
IGPFDBAH_00021	CDS	tsaD	2.3.1.234	tRNA N6-adenosine threonylcarbamoyltransferase
IGPFDBAH_00022	CDS	hypothetical protein
IGPFDBAH_00023	CDS	hypothetical protein
IGPFDBAH_00024	CDS	hypothetical protein
IGPFDBAH_00025	CDS	hypothetical protein
IGPFDBAH_00026	CDS	hypothetical protein
IGPFDBAH_00027	CDS	hypothetical protein
IGPFDBAH_00028	CDS	hypothetical protein
IGPFDBAH_00029	CDS	hypothetical protein
IGPFDBAH_00030	CDS	hypothetical protein
IGPFDBAH_00031	CDS	ppm1_1	2.4.1.-	Polyprenol monophosphomannose synthase
IGPFDBAH_00032	CDS	hypothetical protein
IGPFDBAH_00033	CDS	hypothetical protein
IGPFDBAH_00034	CDS	tobZ_1	6.1.2.2	nebramycin 5' synthase
IGPFDBAH_00035	CDS	hypothetical protein
