locus_tag	ftype	gene	EC_number	product
EFEAEOLF_00001	CDS	hypothetical protein
EFEAEOLF_00002	CDS	hypothetical protein
EFEAEOLF_00003	CDS	hddA_1	2.7.1.168	D-glycero-alpha-D-manno-heptose 7-phosphate kinase
EFEAEOLF_00004	CDS	hddA_2	2.7.1.168	D-glycero-alpha-D-manno-heptose 7-phosphate kinase
EFEAEOLF_00005	tRNA	tRNA-Glu(ctc)
EFEAEOLF_00006	CDS	hypothetical protein
EFEAEOLF_00007	CDS	rhlE	3.6.4.13	ATP-dependent RNA helicase RhlE
EFEAEOLF_00008	CDS	rhpA	3.6.4.13	DEAD-box ATP-dependent RNA helicase RhpA
EFEAEOLF_00009	CDS	dbpA_1	3.6.4.13	ATP-dependent RNA helicase DbpA
EFEAEOLF_00010	CDS	hypothetical protein
EFEAEOLF_00011	CDS	hypothetical protein
EFEAEOLF_00012	tRNA	tRNA-Ser(gga)
EFEAEOLF_00013	CDS	Ferredoxin-1
EFEAEOLF_00014	CDS	hypothetical protein
EFEAEOLF_00015	CDS	hypothetical protein
EFEAEOLF_00016	CDS	hypothetical protein
EFEAEOLF_00017	CDS	hypothetical protein
EFEAEOLF_00018	CDS	ffh_1	Signal recognition particle protein
EFEAEOLF_00019	CDS	srp54	Signal recognition particle 54 kDa protein
EFEAEOLF_00020	CDS	ffh_2	Signal recognition particle protein
EFEAEOLF_00021	CDS	hypothetical protein
EFEAEOLF_00022	CDS	hypothetical protein
EFEAEOLF_00023	tRNA	tRNA-Ser(cga)
EFEAEOLF_00024	CDS	hypothetical protein
EFEAEOLF_00025	CDS	5.3.1.29	Putative thiazole biosynthetic enzyme
EFEAEOLF_00026	CDS	hypothetical protein
EFEAEOLF_00027	CDS	hypothetical protein
EFEAEOLF_00028	CDS	nth_1	4.2.99.18	Endonuclease III
EFEAEOLF_00029	CDS	carB_1	6.3.5.5	Carbamoyl-phosphate synthase large chain
EFEAEOLF_00030	CDS	carB_2	6.3.5.5	Carbamoyl-phosphate synthase large chain
EFEAEOLF_00031	CDS	carA_1	6.3.5.5	Carbamoyl-phosphate synthase arginine-specific small chain
EFEAEOLF_00032	CDS	carA_2	6.3.5.5	Carbamoyl-phosphate synthase small chain
EFEAEOLF_00033	CDS	carA_3	6.3.5.5	Carbamoyl-phosphate synthase small chain
