locus_tag	ftype	gene	EC_number	product
NDMPBBBD_00001	CDS	hypothetical protein
NDMPBBBD_00002	CDS	arsC_1	1.20.4.1	Glutaredoxin arsenate reductase
NDMPBBBD_00003	CDS	ydeN_1	3.-.-.-	Putative hydrolase YdeN
NDMPBBBD_00004	CDS	arsC_2	3.1.3.48	Protein ArsC
NDMPBBBD_00005	CDS	hypothetical protein
NDMPBBBD_00006	CDS	2.1.1.157	Sarcosine/dimethylglycine N-methyltransferase
NDMPBBBD_00007	CDS	hypothetical protein
NDMPBBBD_00008	CDS	hypothetical protein
NDMPBBBD_00009	CDS	hypothetical protein
NDMPBBBD_00010	CDS	hypothetical protein
NDMPBBBD_00011	CDS	hypothetical protein
NDMPBBBD_00012	CDS	hypothetical protein
NDMPBBBD_00013	CDS	yfbR	3.1.3.89	5'-deoxynucleotidase YfbR
NDMPBBBD_00014	CDS	hypothetical protein
NDMPBBBD_00015	CDS	dapE_1	3.5.1.18	putative succinyl-diaminopimelate desuccinylase
NDMPBBBD_00016	CDS	hypothetical protein
NDMPBBBD_00017	CDS	hypothetical protein
NDMPBBBD_00018	CDS	hypothetical protein
NDMPBBBD_00019	CDS	hypothetical protein
NDMPBBBD_00020	CDS	hypothetical protein
NDMPBBBD_00021	CDS	hypothetical protein
NDMPBBBD_00022	CDS	hypothetical protein
NDMPBBBD_00023	CDS	hypothetical protein
NDMPBBBD_00024	CDS	hypothetical protein
NDMPBBBD_00025	CDS	hypothetical protein
NDMPBBBD_00026	CDS	hypothetical protein
NDMPBBBD_00027	CDS	hypothetical protein
NDMPBBBD_00028	CDS	hypothetical protein
NDMPBBBD_00029	CDS	hypothetical protein
NDMPBBBD_00030	CDS	hypothetical protein
NDMPBBBD_00031	CDS	ftsH3	3.4.24.-	ATP-dependent zinc metalloprotease FtsH 3
NDMPBBBD_00032	CDS	hypothetical protein
NDMPBBBD_00033	CDS	htrA	3.4.21.107	Serine protease Do-like HtrA
NDMPBBBD_00034	CDS	hypothetical protein
NDMPBBBD_00035	CDS	hypothetical protein
NDMPBBBD_00036	CDS	hypothetical protein
NDMPBBBD_00037	CDS	hypothetical protein
NDMPBBBD_00038	CDS	trpB	4.2.1.20	Tryptophan synthase beta chain
NDMPBBBD_00039	CDS	hypothetical protein
NDMPBBBD_00040	CDS	hypothetical protein
NDMPBBBD_00041	CDS	trpS_1	6.1.1.2	Tryptophan--tRNA ligase
NDMPBBBD_00042	CDS	hypothetical protein
NDMPBBBD_00043	CDS	speH	4.1.1.50	S-adenosylmethionine decarboxylase proenzyme
NDMPBBBD_00044	CDS	hypothetical protein
NDMPBBBD_00045	CDS	hypothetical protein
NDMPBBBD_00046	CDS	hypothetical protein
NDMPBBBD_00047	CDS	hypothetical protein
NDMPBBBD_00048	CDS	hypothetical protein
NDMPBBBD_00049	CDS	prsA1	5.2.1.8	Foldase protein PrsA 1
NDMPBBBD_00050	CDS	coaE_1	2.7.1.24	Dephospho-CoA kinase
NDMPBBBD_00051	CDS	hypothetical protein
NDMPBBBD_00052	CDS	galE1	5.1.3.2	UDP-glucose 4-epimerase
NDMPBBBD_00053	CDS	hypothetical protein
NDMPBBBD_00054	CDS	hypothetical protein
NDMPBBBD_00055	CDS	pepN	3.4.11.2	Aminopeptidase N
NDMPBBBD_00056	CDS	hypothetical protein
NDMPBBBD_00057	CDS	hypothetical protein
NDMPBBBD_00058	CDS	gph_1	3.1.3.18	Phosphoglycolate phosphatase
NDMPBBBD_00059	CDS	nnr_1	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
NDMPBBBD_00060	CDS	selB_1	Selenocysteine-specific elongation factor
NDMPBBBD_00061	CDS	hypothetical protein
NDMPBBBD_00062	CDS	menG	2.1.1.163	Demethylmenaquinone methyltransferase
NDMPBBBD_00063	CDS	hypothetical protein
NDMPBBBD_00064	CDS	bamB	Outer membrane protein assembly factor BamB
NDMPBBBD_00065	CDS	sodA	1.15.1.1	Superoxide dismutase [Mn/Fe]
NDMPBBBD_00066	CDS	hypothetical protein
NDMPBBBD_00067	CDS	pipB2	Secreted effector protein PipB2
NDMPBBBD_00068	CDS	hypothetical protein
NDMPBBBD_00069	CDS	hypothetical protein
NDMPBBBD_00070	CDS	3.6.1.9	Non-canonical purine NTP pyrophosphatase
NDMPBBBD_00071	CDS	hypothetical protein
NDMPBBBD_00072	CDS	hypothetical protein
NDMPBBBD_00073	CDS	hypothetical protein
NDMPBBBD_00074	CDS	hypothetical protein
NDMPBBBD_00075	CDS	hypothetical protein
NDMPBBBD_00076	CDS	hypothetical protein
NDMPBBBD_00077	CDS	hypothetical protein
NDMPBBBD_00078	CDS	hypothetical protein
NDMPBBBD_00079	CDS	hypothetical protein
NDMPBBBD_00080	CDS	hypothetical protein
NDMPBBBD_00081	CDS	hypothetical protein
NDMPBBBD_00082	CDS	hypothetical protein
NDMPBBBD_00083	CDS	yadH	Inner membrane transport permease YadH
NDMPBBBD_00084	CDS	drrA_1	3.6.3.-	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
NDMPBBBD_00085	CDS	gtaB	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase
NDMPBBBD_00086	CDS	hypothetical protein
NDMPBBBD_00087	CDS	ileS	6.1.1.5	Isoleucine--tRNA ligase
NDMPBBBD_00088	CDS	hypothetical protein
NDMPBBBD_00089	CDS	miaB	2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
NDMPBBBD_00090	CDS	ansA	3.5.1.1	L-asparaginase 1
NDMPBBBD_00091	CDS	gatB	6.3.5.-	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
NDMPBBBD_00092	CDS	ypdF	3.4.11.-	Aminopeptidase YpdF
NDMPBBBD_00093	CDS	hypothetical protein
NDMPBBBD_00094	CDS	hypothetical protein
NDMPBBBD_00095	CDS	hypothetical protein
NDMPBBBD_00096	CDS	hypothetical protein
NDMPBBBD_00097	CDS	hypothetical protein
NDMPBBBD_00098	CDS	hypothetical protein
NDMPBBBD_00099	CDS	hypothetical protein
NDMPBBBD_00100	CDS	hypothetical protein
NDMPBBBD_00101	CDS	hypothetical protein
NDMPBBBD_00102	CDS	hypothetical protein
NDMPBBBD_00103	CDS	hypothetical protein
NDMPBBBD_00104	CDS	hypothetical protein
NDMPBBBD_00105	CDS	smc_1	Chromosome partition protein Smc
NDMPBBBD_00106	CDS	Putative conjugal transfer protein
NDMPBBBD_00107	CDS	hypothetical protein
NDMPBBBD_00108	CDS	hypothetical protein
NDMPBBBD_00109	CDS	hypothetical protein
NDMPBBBD_00110	CDS	hypothetical protein
NDMPBBBD_00111	CDS	hypothetical protein
NDMPBBBD_00112	CDS	hypothetical protein
